P06-1145,0
P06-1144,0
P06-1143,0
P06-1142,0
P06-1140,0.0608696
P06-1139,0
P06-1137,0
P06-1136,0
P06-1134,0
P06-1133,0
P06-1132,0
P06-1131,0.2
P06-1129,0
P06-1128,0.222222
P06-1127,0
P06-1126,0
P06-1125,0
P06-1124,0
P06-1123,0
P06-1122,0
P06-1121,0.0176991
P06-1115,0
P06-1114,0.128571
P06-1116,0.0299145
P06-1112,0
P06-1111,0
P06-1110,0.037464
P06-1109,0
P06-1113,0
P06-1108,0
P06-1107,0
P06-1104,0
P06-1103,0
P06-1102,0
P06-1101,0
P06-1099,0
P06-1098,0.015873
P06-1097,0
P06-1096,0
P06-1094,0.0851064
P06-1092,0
P06-1091,0
P06-1090,0
P06-1085,0
P06-1086,0
P06-1080,0
P06-1079,0
P06-1078,0
P06-1068,0
P06-1067,0
P06-1089,0
P06-1081,0
P06-1066,0
P06-1120,0
P06-1065,0
P06-1060,0
P06-1057,0
P06-1056,0
P06-1055,0
P06-1054,0
P06-1053,0.0534351
P06-1051,0
P06-1048,0
P06-1047,0
P06-1059,0
P06-1046,0.0394737
P06-1044,0
P06-1043,0
P06-1042,0
P06-1041,0.0982906
P06-1040,0
P06-1037,0.0271003
P06-1035,0
P06-1034,0
P06-1118,0
P06-1032,0
P06-1031,0
P06-1030,0
P06-1029,0
P06-1130,0
P06-1027,0
P06-1025,0.0252809
P06-1024,0
P06-1023,0.0542636
P06-1022,0
P06-1050,0.0305085
P06-1020,0
P06-1019,0
P06-1018,0.102273
P06-1017,0
P06-1015,0
P06-1012,0
P06-1011,0
P06-1009,0
P06-1006,0
P06-1005,0
P06-1003,0
P06-1033,0
P06-1002,0
P05-1076,0
P05-1075,0.0833333
P05-1073,0.291878
P05-1072,0.15561
P05-1071,0.277457
P05-1070,0
P05-1067,0.214536
P06-1004,0
P05-1066,0.247078
P05-1065,0
P05-1064,0
P05-1068,0.0261438
P05-1063,0.0727273
P05-1062,0
P06-1008,0
P05-1061,0.139535
P06-1071,0
P05-1060,0.165512
P05-1059,0.065699
P05-1058,0.0255164
P05-1057,0.153353
P05-1056,0
P05-1054,0
P05-1053,0.367432
P05-1052,0.354134
P05-1074,0.121818
P05-1051,0.178628
P05-1050,0.136364
P05-1049,0.0799373
P05-1047,0.270353
P05-1046,0.0377358
P05-1045,0.170732
P05-1043,0
P05-1042,0.0806452
P06-1049,0
P05-1041,0.204082
P05-1039,0.133197
P06-1052,0
P05-1038,0.0875764
P05-1037,0.129897
P05-1036,0.11295
P05-1035,0.156522
P05-1034,0.244071
P05-1033,0.552309
P05-1032,0.0707714
P05-1031,0
P05-1029,0
P05-1028,0
P05-1026,0.490506
P05-1025,0
P05-1024,0.0709859
P05-1022,0.644695
P05-1021,0.0586957
P05-1020,0.0721804
P05-1019,0.0823529
P05-1018,0.179817
P05-1017,0.139501
P05-1015,0.276923
P05-1013,0.454983
P05-1011,0.146967
P05-1008,0
P05-1006,0.0973783
P05-1005,0.120438
P06-1062,0
P05-1004,0.0729685
P05-1002,0.0675325
P05-1030,0.5
P05-1001,0.212308
P04-1088,0.0712589
P04-1086,0
P04-1085,0.164948
P04-1083,0.211014
P04-1081,0.224719
P04-1080,0.0364078
P04-1078,0.147872
P04-1077,0.175791
P04-1075,0.244218
P06-1100,0
P04-1074,0.280702
P04-1073,0.45614
P04-1072,0.154506
P04-1071,0
P04-1084,0.0892337
P04-1070,0
P04-1069,0.0507246
P04-1067,0.0884564
P04-1066,0.0911786
P04-1065,0.0417495
P04-1064,0.0277228
P04-1063,0.0668693
P04-1062,0.0885726
P04-1061,0.194727
P04-1058,0
P06-1075,0
P04-1057,0.0998043
P04-1056,0.350877
P04-1055,0.120858
P04-1054,0.634213
P05-1048,0.0925816
P04-1052,0.102941
P04-1051,0.108614
P04-1050,0.0870038
P04-1047,0.101604
P04-1076,0
P04-1046,0
P06-1070,0
P04-1045,0.224599
P04-1044,0.164948
P06-1072,0.0125
P04-1042,0.159468
P06-1001,0
P04-1041,0.235644
P04-1040,0.155953
P04-1038,0.0983607
P04-1037,0.0258065
P04-1036,0.735418
P04-1035,0.810108
P04-1059,0.281719
P04-1032,0.185185
P06-1117,0
P05-1016,0.104712
P04-1031,0
P04-1030,0
P04-1029,0
P04-1028,0
P04-1026,1
P06-1058,0
P05-1010,0.0900474
P04-1025,0
P04-1024,0.0326531
P06-1105,0
P04-1022,0
P04-1020,0.141089
P04-1019,0.185282
P04-1018,0.215797
P06-1141,0
P04-1016,0.056314
P04-1014,0.562478
P05-1027,0
P04-1013,0.127416
P04-1012,0
P06-1061,0
P04-1011,0.0871369
P04-1008,0
P04-1006,0.031441
P04-1005,0.104536
P04-1004,0.142857
P04-1002,0.0333333
P04-1010,0.129032
P03-1070,0.355556
P03-1069,0.344849
P03-1068,0.185487
P06-1069,0
P03-1067,0.0297297
P03-1066,0.0233333
P03-1065,0.0187617
P03-1064,0.0450751
P03-1063,0.0452586
P03-1062,0.0459016
P03-1061,0.0885781
P03-1059,0.158356
P03-1058,0.349029
P03-1057,0.0655391
P03-1060,0
P03-1056,0.174837
P03-1055,0.161151
P03-1054,1.08839
P04-1049,0.0618557
P03-1053,0
P03-1052,0
P03-1051,0.192058
P03-1050,0.027735
P03-1049,0
P03-1048,0.421053
P03-1047,0.351064
P03-1045,0
P03-1044,0.417029
P03-1043,0.0756302
P03-1042,0
P03-1041,0.0663277
P03-1040,0.0884117
P03-1039,0.012218
P03-1038,0.102564
P03-1037,0
P05-1077,0.106762
P03-1036,0.0714286
P03-1035,0.730184
P03-1030,1
P03-1029,0.42547
P06-1039,0
P03-1028,0.0638298
P06-1087,0
P03-1027,0.0149533
P03-1026,0.0438871
P04-1068,0.0454545
P03-1025,0
P03-1024,0.144737
P03-1023,0.361459
P03-1022,0.271457
P03-1021,1.29586
P04-1039,0.0919089
P03-1020,0.0494978
P06-1021,0
P03-1019,0.234607
P03-1018,0.025
P03-1017,0.165837
P03-1016,0.109661
P03-1015,0.0638698
P03-1014,0.160606
P04-1007,0.14688
P03-1013,0.24984
P04-1027,0.375
P03-1046,0.168099
P03-1012,0.309057
P03-1011,0.441487
P03-1010,0.0864731
P03-1008,0.113924
P06-1074,0
P03-1007,0.142494
P03-1006,0.21097
P03-1005,0.211034
P03-1004,0.25617
P03-1003,0.255919
P06-1093,0
P03-1001,0.391941
P03-1033,0
P02-1065,0
P02-1063,0.0382609
P06-1038,0
P02-1060,0.731865
P02-1059,0.0285714
P02-1061,0.133858
P02-1058,0.193741
P02-1057,0.0671972
P02-1056,0.339706
P02-1055,0.080315
P06-1073,0
P04-1034,0.21028
P02-1054,0.440816
P02-1053,1.57267
P06-1088,0
P02-1052,0.0160285
P02-1051,0.396998
P03-1009,0.268612
P02-1050,0.305092
P04-1060,0.0618557
P04-1017,0.0218579
P02-1049,0
P06-1135,0
P02-1048,0.432208
P02-1047,0.374233
P02-1045,0.155812
P02-1043,0.420215
P05-1040,0.0455696
P02-1044,0.184384
P02-1042,0.232595
P02-1041,1.02128
P02-1040,2.46255
P06-1082,0
P04-1048,0.0851735
P02-1039,0.220806
P02-1038,1.0469
P02-1037,0.0250417
P02-1036,0.288204
P04-1001,0.0297297
P02-1035,0.774272
P02-1033,0.50838
P02-1032,0.080402
P02-1031,0.71041
P02-1029,0.477164
P02-1028,0.0695652
P02-1027,0.107527
P02-1026,0.00892857
P03-1031,0
P02-1025,0.103769
P02-1024,0.0379404
P02-1023,0.0649819
P02-1022,1.68637
P02-1021,0.0801527
P02-1020,0
P02-1019,0.0753425
P02-1018,0.357083
P06-1063,0
P02-1016,0.218402
P04-1009,0.142857
P02-1015,0.0199081
P02-1013,0.454545
P02-1012,0.0473373
P02-1011,0.134573
P02-1010,0
P02-1009,0.25
P06-1016,0
P02-1008,0
P06-1138,0
P02-1007,0
P06-1119,0
P02-1006,1.45914
P03-1032,0
P02-1005,0.247137
P02-1004,0.0809859
P02-1003,0.642659
P02-1046,0.323194
P02-1002,0.0919913
P02-1001,0.150824
P01-1070,0.021148
P01-1069,0.0226757
P01-1068,0.0262172
P04-1015,0.286012
P01-1067,1.05141
P01-1066,0.352823
P01-1065,0
P06-1026,0
P03-1071,0.320809
P01-1064,0.339239
P02-1062,0.347634
P01-1063,0.560377
P03-1034,0
P01-1061,0.232558
P01-1060,0.163743
P04-1082,0.117622
P01-1058,0.5
P01-1055,0
P01-1054,0.2
P01-1057,1
P01-1053,0.481481
P01-1052,0.470673
P01-1051,0.0769231
P01-1050,0.0798611
P01-1049,0.0862069
P01-1048,0.320856
P01-1047,0
P02-1034,0.64028
P01-1046,0.171551
P01-1045,0.0474308
P06-1147,0
P01-1044,0.042394
P01-1041,0.159574
P01-1040,0.251497
P01-1039,0.00625
P01-1038,0.2
P01-1043,0.00824176
P01-1037,0.548287
P06-1064,0
P01-1056,0.145553
P01-1036,0.727273
P01-1035,0.195423
P01-1034,0.326371
P01-1033,0.0625
P01-1032,0.0097493
P02-1014,1.10536
P01-1031,0.276817
P01-1030,0.426785
P06-1084,0.0300429
P06-1010,0.0541872
P05-1012,0.461188
P05-1007,0.125
P01-1029,0.195489
P01-1028,0.0617284
P01-1027,0.0594796
P01-1026,0.193548
P04-1003,0
P01-1025,0.282681
P01-1024,1.19793
P01-1023,0
P01-1021,0.0833333
P06-1077,0
P01-1019,0.747894
P05-1044,0.14257
P01-1018,0.428571
P01-1017,0.63786
P01-1016,0.12
P01-1015,0.141935
P01-1014,0.0534208
P06-1106,0
P01-1012,1
P01-1011,0
P01-1010,0.113671
P01-1009,0.212014
P05-1055,0.652174
P01-1008,1.04664
P01-1007,0.5
P01-1006,0.0345821
P04-1053,0.490298
P01-1005,0.660467
P01-1004,0.166667
P01-1003,0
P01-1002,0
P01-1001,0
P00-1079,0
P00-1078,0
P01-1062,0
P00-1077,0
P00-1076,0
P00-1075,0
P06-1045,0
P02-1017,0.28475
P00-1074,0
P06-1076,0
P06-1028,0
P00-1073,0.116197
P00-1072,0
P00-1071,0.352941
P06-1083,0
P00-1070,0.321429
P00-1069,0.0808762
P00-1066,0
P00-1065,0.364805
P04-1079,0.156231
P00-1064,0.188018
P06-1095,0.0794702
P00-1063,0
P05-1069,0.122796
P00-1062,0.0833333
P00-1060,0
P00-1059,0.201954
P00-1058,0.479316
P00-1057,0
P00-1056,1.48428
P00-1055,0.00854701
P00-1054,0.0170576
P00-1053,0.0612245
P04-1043,0.366937
P00-1052,0.0648882
P00-1067,0.0166945
P00-1051,0.0574163
P00-1050,0.143172
P05-1014,0.179667
P00-1049,0
P00-1047,0.0740741
P00-1046,0.0588235
P01-1042,0.125813
P00-1045,0.12
P06-1014,0
P00-1044,0
P04-1087,0.0823529
P02-1030,0.283499
P00-1043,0.0131579
P06-1036,0
P00-1042,0.151461
P00-1041,0.144463
P06-1007,0
P00-1040,0.09375
P06-1146,0
P02-1064,0.012605
P00-1039,0.115183
P01-1020,0
P00-1037,0.426079
P00-1038,0.108911
P00-1036,0.0627675
P05-1023,0.0786687
P04-1033,0.0162602
P00-1035,0.181548
P00-1034,0.021611
P01-1059,0.336026
P00-1033,0.00547445
P00-1032,0
P00-1031,0.2
P06-1013,0
P00-1048,1
P00-1029,0.365854
P00-1028,0
P00-1027,0.648772
P00-1026,0.135246
P00-1025,0.428571
P00-1024,0.302752
P00-1023,0.188278
P00-1022,0.0293663
P05-1009,0.0344828
P00-1021,0
P00-1020,0.357143
P00-1019,0.0877193
P00-1018,0.0938338
P04-1023,0.0865103
P01-1022,0.100917
P00-1017,0.0551471
P00-1016,0.191848
P00-1015,0.123288
P00-1061,0.294805
P00-1014,0.171599
P00-1030,0.0465116
P00-1013,0.3
P00-1012,0.224176
P05-1003,0.203989
P04-1021,0.372549
P03-1002,0.656933
P01-1013,0
P00-1011,0.0919118
P00-1010,0.9
P00-1009,0.0408971
P00-1008,0.0833813
P00-1007,0.0114811
P00-1006,0.109561
P00-1005,0
P00-1068,0
P00-1004,0.0420664
P00-1003,0
P00-1002,0
P00-1001,0
